time,distance,heading,pitch
1724154230.4730208, 35.320869496460574, 0.9342114358357569, -0.04910336039640796
1724154178.224935, 0.0010506756582014968, -0.09828919358967723, -0.11684957711815727
1724154178.2723236, 0.488621252113797, -0.35353838759237405, 0.1755027388774095
1724154178.3170629, 300.0934968777769, -0.2051883602378453, -0.05881121235243431
1724154178.3468173, 26.2895062206856, -0.28340292120426736, -0.06064445912272776
1724154178.3925478, 255.42325870273942, -0.3204460496263336, -0.11342561723321172
1724154178.5588098, 167.89204665173713, 0.11821361720146782, -0.02880830759699999
1724154178.788369, 173.5690525913161, 0.06603218242477124, 0.35019568458523187
1724154178.8799536, 0.0003274005590538578, 0.2713582352261899, 0.5318580087025512
1724154179.033111, 179.212380481334, -0.010236767905042625, 0.1869042074408924
1724154179.1534784, 174.63019863481577, 0.08499573372551952, -0.1421517955618134
1724154179.2774358, 172.44466462293065, 0.05030020374132567, -0.0566541907142446
1724154179.3537962, 175.50580424750208, 0.013740459313066963, -0.03277935281827812
1724154179.4752102, 83.43391505657425, -0.16055433452740922, -0.1661525868494119
1724154179.5080385, 174.16638341678535, -0.03410175181327007, -0.07924548189865835
1724154179.6750412, 172.2087205245249, 0.006479889579433115, -0.13785762114352093
1724154179.7065768, 173.79168309008375, 0.04602433725650946, -0.3634848144748328
1724154179.8306274, 174.37831507841923, 0.059409090034945815, -0.2431771019883223
1724154179.9505284, 161.19016165193776, -0.4039765878762225, -0.5631672513306668
1724154180.0312924, 265.9664516639483, -0.19492463008937935, -0.173644363317874
1724154180.105766, 178.00686905912144, -0.02659353206043128, 0.06593333526248499
1724154180.2285328, 178.98958312794713, -0.0895964657616852, 0.11752142021944081
1724154180.3499084, 0.005775218223801047, -0.08614934687029568, 0.38680061937622506
1724154180.439971, 0.00020702252304274636, -1.3720573489947423, -1.1744343741479562
1724154180.4685328, 0.00010835239737885261, -1.3174279417412764, -1.2449375291166571
1724154180.9574502, 3.089491616551977e-05, 1.317738729367326, -0.030847877503873588
1724154181.110114, 2.7473255089716958e-05, 1.3178686048320223, -0.020834195284678128
1724154181.5076654, 2.6871825412352086e-05, 1.3170940726816032, 0.2440946708233372
1724154181.6284628, 2.524557778023714e-05, 1.3171980035288933, 0.24687664195399747
1724154182.1550646, 2.9408708998381486e-05, 1.3181630557697053, -0.06388171103633669
1724154182.2772746, 0.00199757411441105, 1.3970943676448766, -1.4625599610628057
1724154182.35088, 2.8367987218073248e-05, 1.3179446096709764, -0.05820950104836451
1724154182.4261446, 2.428998206623224e-05, 1.297843053493592, -0.8138958849187107
1724154182.7119226, 2.3970332477341586e-05, 1.2976080623318107, -0.8120603607940481
