time,distance,heading,pitch
1724168420.569843, 0.07866356927874207, 1.5154749224206736, 0.430423257360472
1724168456.980257, 127.3973414952517, 0.28439678486390246, -0.25748593387996394
1724168457.0113077, 127.11545290558671, 0.2830480872881573, -0.2637080278855336
1724168457.0581913, 127.28515299429083, 0.28847148234714526, -0.24807875426730494
1724168457.0868692, 127.07078322143411, 0.28894464939025316, -0.25386683329129167
1724168457.1356728, 126.91700365836289, 0.2846652053935659, -0.31385289980777586
1724168457.1804647, 128.03781044006925, 0.28398152310403313, -0.2781645852469435
1724168457.2098181, 127.99933748684958, 0.28439841807110894, -0.27709096937252475
1724168457.2996812, 124.00014605835355, 0.29460487895596543, -0.08459021579461207
1724168457.3331316, 127.10825017528911, 0.2898339917739514, -0.2359824642936399
1724168457.5012221, 128.04772677673446, 0.2928570847223511, -0.2431664849117175
1724168457.5282965, 127.85949757707935, 0.29514839183942443, -0.23629724487135653
1724168457.6495016, 128.1994856609653, 0.29183348729441233, -0.2180135114177722
1724168457.8170164, 125.12667641334585, 0.29216310352722763, -0.12797618608813763
1724168457.940285, 128.34166392370642, 0.2859123642395461, -0.17040251014965183
1724168458.0176508, 131.9997338554353, 0.2816822857337163, -0.23896219296003882
1724168458.1377337, 132.55938580138186, 0.2812408198585697, -0.21563198673055084
1724168458.2150722, 132.4077420029747, 0.27811805333794565, -0.2312333238074367
1724168458.2889457, 134.41751559917358, 0.27351963451519046, -0.27290529965144616
1724168458.380193, 130.9759287239722, 0.27591302824203173, -0.21565796680737093
1724168458.486704, 130.94045909391824, 0.2738415469794601, -0.13381000689627193
1724168458.5785153, 134.7373088810223, 0.27161140066508144, -0.26768362179811894
1724168458.7306929, 134.73742656759495, 0.2655331414365856, -0.2286952462655359
1724168458.8080475, 135.39565615852638, 0.2624122229319956, -0.23168562112734734
1724168458.9282029, 136.22637144628723, 0.26203116419319494, -0.1882158828180391
1724168458.9748726, 135.68416749380665, 0.26173381442464577, -0.1984697687848563
1724168459.0962274, 136.64600969239044, 0.2693910872269499, -0.20687482927310963
1724168459.1272855, 136.46461095948058, 0.2719030025478444, -0.19893783412406688
1724168459.2524037, 137.4349032144729, 0.27050856459843736, -0.22104114235481667
1724168459.4195347, 138.46557846544286, 0.26447916254576953, -0.2890560086856044
1724168459.4965055, 139.78925431893938, 0.27783222377724276, -0.14621559860480496
1724168459.5707128, 131.1219657951679, 0.25611218120316426, -0.009112239711350436
1724168459.6917758, 139.34673824132207, 0.26831855000386473, -0.29492222515607036
1724168459.769172, 138.06406524405466, 0.28752230984072785, -0.27705433967296494
1724168459.8916152, 140.5498761930853, 0.2779305788999285, -0.3242442171879544
1724168459.9685044, 138.08957345485655, 0.3060621553020621, -0.12560953754897694
1724168460.0149736, 137.9590281798394, 0.30671981489884736, -0.12868357450960963
1724168460.1812735, 143.351044859398, 0.26612541770215226, -0.21802814467238632
1724168460.300695, 142.2561666215198, 0.2579762307224875, -0.20824032499450718
1724168460.4093246, 141.82003275341012, 0.23946282297008653, -0.13984190506593092
1724168460.5291717, 139.9036447439948, 0.21783105458407173, -0.14069806219791958
1724168460.6223352, 140.46409417732377, 0.2121975847135149, -0.1241019610073144
1724168460.7283258, 138.48390237130613, 0.17930032792041362, -0.14498604223747696
1724168460.817161, 136.2855868031464, 0.1691325083902754, -0.06042484195530754
1724168460.968221, 137.2693135258265, 0.08555290333657192, -0.3190197791599589
1724168461.0590825, 135.35114033191593, 0.15287470780559076, -0.13752059537285907
1724168461.1663797, 134.36676770080143, 0.15404695951735708, -0.15904689473926917
1724168461.2577524, 131.6173514888292, 0.15693523947627538, -0.19115953573067493
1724168461.3343248, 131.9110385733674, 0.1392930335978598, -0.23158980748182723
1724168461.4559762, 129.52964861227434, 0.15276931353378415, -0.17776198151765812
1724168461.530725, 125.52997055439103, 0.17434161334234877, -0.1896216140357042
1724168461.6082382, 128.0216114006236, 0.1451206638850879, -0.26785090249897564
1724168461.7330918, 126.34817629064486, 0.15434349972386768, -0.23517312211608668
1724168461.8109844, 123.53690027559607, 0.18857890738939662, -0.31797825600192975
1724168461.9018118, 121.86537911853424, 0.20787664264629774, -0.31186564645986203
1724168462.0529408, 118.92852922148631, 0.1329954748110453, -0.4902877611565111
1724168462.173747, 117.07576112023973, 0.2373704095803539, -0.334582900264616
1724168462.25194, 115.89801276823748, 0.24612522933862405, -0.4071118602372149
1724168462.3265674, 114.62996175728446, 0.2360371860529934, -0.36481478900332787
1724168462.448732, 112.01321418143264, 0.23611354451654298, -0.3824203466858051
1724168462.5286994, 109.07013548885001, 0.24694501355513895, -0.4158645318876478
1724168462.6486905, 105.5937371441953, 0.21867993887859252, -0.35268664397624894
1724168462.7412157, 101.32998926170953, 0.13331803370737502, -0.38163630758310413
1724168462.8173585, 99.03638465092538, 0.13833424586379117, -0.37744522755238064
1724168462.9391937, 95.75097843870032, 0.1267417259468246, -0.39990786809590784
1724168463.061461, 91.5145396133881, 0.1754453656157967, -0.38699045427406914
1724168463.0892973, 91.56722501227155, 0.17610774811720728, -0.38044071129872675
1724168463.288681, 86.86159598297992, 0.21197868759597238, -0.3454464579636851
1724168463.3793106, 86.26483830005792, 0.20500094685300724, -0.5036133737543208
1724168463.4570122, 81.57791398505357, 0.14579419399185747, -0.41499318013447434
1724168463.580023, 85.12484980379541, 0.036556966375550705, -0.33886744556827364
1724168463.7756107, 84.63112895724653, 0.3205630216083244, -0.447648491908805
1724168463.8212, 78.20099408262787, 0.5107403356632292, -0.2561543253449746
1724168463.9259324, 85.0580745547395, 0.3631209129600694, -0.5232568802945199
1724168464.0500824, 80.80043029434196, 0.3523555063863514, -0.5795859277168822
1724168464.1250246, 83.8425334045001, 0.3391569789719899, -0.5344509451253221
1724168464.2190013, 84.9597518515458, 0.35545758905030195, -0.5248157619156046
1724168464.3251476, 84.1136479099693, 0.3090363784804369, -0.5053857294267279
1724168464.4484084, 85.55674790550012, 0.2488167156492444, -0.5465897947976396
1724168464.5415556, 87.71926962293833, 0.15525537098380496, -0.4793887860408314
1724168464.6157315, 89.11823161297623, 0.15035149514350932, -0.37746248300358026
1724168464.738084, 90.242220090491, 0.106805434219729, -0.3431065781293664
1724168464.860423, 89.1655862764114, 0.10923353476252316, -0.3550936168873153
1724168464.937265, 89.72731809849323, 0.09903822562600285, -0.2681238095571152
1724168465.0572298, 90.14125560646615, 0.1192282595353387, -0.3646502765823867
1724168465.177746, 88.46751101413845, 0.10887390465217975, -0.34512643681260174
1724168465.2558694, 88.16306599219894, 0.14809813270099248, -0.38853126002380506
1724168465.2859046, 89.86981595976228, 0.18739594943311863, -0.22864144606087522
1724168465.4072754, 87.73816604197248, 0.19529628781413963, -0.2907351152316115
1724168465.5277264, 90.70073528430595, 0.17517186476388463, -0.299216701234533
1724168465.620185, 89.68567091729288, 0.19590415438227085, -0.12822672708383107
1724168465.7281191, 89.85642382242048, 0.1664567637939899, -0.1918196637682815
1724168465.8186352, 91.35489405823319, 0.1602994406046739, -0.20653099661877006
1724168465.9250977, 90.51530644793182, 0.18350476503893096, -0.21927081836870183
1724168466.019379, 91.49316022805215, 0.2062897131100542, -0.1472489529756028
1724168466.0483785, 91.35944812473811, 0.20605824670869435, -0.14463789031408164
1724168466.1772945, 91.96356525808297, 0.20245211287011894, -0.1624277272242823
1724168466.294202, 92.74919244046295, 0.2095131749776685, -0.13858481636468714
1724168466.419053, 93.54546808513237, 0.21254722765228673, -0.1863452103308347
1724168466.4935315, 93.58279921091324, 0.19021851404534393, -0.18368781273860801
1724168466.5704415, 93.9953031710463, 0.20541342348538844, -0.17414348216512818
1724168466.690943, 95.4498582039315, 0.1904564349373046, -0.1997569807921907
1724168466.7681704, 95.29723515488035, 0.20080773778894914, -0.18522767515448096
